TreeID,species_id,species_code,Species,DBH,dbh_height,Longitude,Latitude,Land Use
262,4498,PISY,Scots pine (Pinus sylvestris),8.3,4.5,-91.65889330480049,41.98715372808987,Institutional
263,4498,PISY,Scots pine (Pinus sylvestris),13.8,4.5,-91.65886507482725,41.98712300228645,Institutional
264,4839,QUBI,Swamp white oak (Quercus bicolor),2.6,4.5,-91.65883082991911,41.98709248008018,Institutional
265,4497,PIST,Eastern white pine (Pinus strobus),26.6,4.5,-91.65913341847306,41.9870224724454,Institutional
266,4497,PIST,Eastern white pine (Pinus strobus),19.8,4.5,-91.65920353258622,41.98707213034755,Institutional
267,4498,PISY,Scots pine (Pinus sylvestris),17.7,4.5,-91.65921001829628,41.98711728917587,Institutional
268,4498,PISY,Scots pine (Pinus sylvestris),7.8,4.5,-91.65931830613268,41.98718400054225,Institutional
269,4498,PISY,Scots pine (Pinus sylvestris),12.7,4.5,-91.65936095957841,41.98721385163915,Institutional
270,2733,CRPH,Washington hawthorn (Crataegus phaenopyrum),7.1,4.5,-91.65922626411886,41.98727398907771,Institutional
271,5857,TIAM,American basswood (Tilia americana),1.6,4.5,-91.65915233177299,41.98726657029014,Institutional
272,3394,FRPE,Green ash (Fraxinus pennsylvanica),22.3,4.5,-91.65884888401528,41.98726889790717,Institutional
275,4498,PISY,Scots pine (Pinus sylvestris),16.8,4.5,-91.65897741152975,41.9873113242648,Institutional
276,4970,QURU,Northern red oak (Quercus rubra),18,4.5,-91.6589651917509,41.98736586744662,Institutional
277,4498,PISY,Scots pine (Pinus sylvestris),9.6,4.5,-91.65903254234483,41.98734043050538,Institutional
278,4498,PISY,Scots pine (Pinus sylvestris),11.5,4.5,-91.65905646189528,41.98737535287329,Institutional
279,4498,PISY,Scots pine (Pinus sylvestris),13.9,4.5,-91.65904575927391,41.98740717276392,Institutional
280,3452,GIBI,Ginkgo (Ginkgo biloba),1,4.5,-91.65917775331916,41.9874202567232,Institutional
281,2302,CEOC,Northern hackberry (Celtis occidentalis),17,4.5,-91.65928462189565,41.98754168086376,Institutional
283,3852,LITU,Tulip tree (Liriodendron tulipifera),1.3,4.5,-91.6592117556533,41.98769560117362,Institutional
284,5001,QUVE,Black oak (Quercus velutina),3.8,4.5,-91.65929216328333,41.9877758379245,Institutional
285,1680,ACSA2,Sugar maple (Acer saccharum),3.6,4.5,-91.65951255449924,41.98760927507082,Institutional
286,4498,PISY,Scots pine (Pinus sylvestris),17.3,4.5,-91.65961485355729,41.987453378017364,Institutional
287,3995,PYIO,Prairie crabapple (Malus ioensis),11.9,4.5,-91.659714096961,41.9873566633202,Institutional
288,3995,PYIO,Prairie crabapple (Malus ioensis),11.7,4.5,-91.65957090121792,41.98716454903158,Institutional
289,4498,PISY,Scots pine (Pinus sylvestris),16.9,4.5,-91.65949633891509,41.98714404578647,Institutional
290,4431,PIPU,Blue spruce (Picea pungens),2.6,4.5,-91.66015459602643,41.98817163048724,Institutional
291,4431,PIPU,Blue spruce (Picea pungens),2.5,4.5,-91.66014111771922,41.98823215624937,Institutional
292,4431,PIPU,Blue spruce (Picea pungens),2.8,4.5,-91.66013213425005,41.98828579397318,Institutional
293,4431,PIPU,Blue spruce (Picea pungens),2.6,4.5,-91.66012365191848,41.98834147227019,Institutional
294,4431,PIPU,Blue spruce (Picea pungens),2.6,4.5,-91.66011053425827,41.98839814694699,Institutional
295,15105,GLTR1,Thornless honeylocust (Gleditsia triacanthos v. inermis),16.3,4.5,-91.66045217782593,41.98843228391025,Institutional
296,4431,PIPU,Blue spruce (Picea pungens),2.8,4.5,-91.66001361513186,41.98838904020536,Institutional
297,4431,PIPU,Blue spruce (Picea pungens),3,4.5,-91.65997095508789,41.98835066677707,Institutional
298,4431,PIPU,Blue spruce (Picea pungens),2.8,4.5,-91.65992899463932,41.98831334126052,Institutional
299,3995,PYIO,Prairie crabapple (Malus ioensis),4.8,4.5,-91.6599064632618,41.98825572263144,Institutional
300,15105,GLTR1,Thornless honeylocust (Gleditsia triacanthos v. inermis),16.3,4.5,-91.65999148225629,41.9882310491564,Institutional
301,2572,CODR,Roughleaf dogwood (Cornus drummondii),5.4,4.5,-91.65969451286072,41.98822244745414,Institutional
302,3721,JUVI,Eastern red cedar (Juniperus virginiana),1.4,4.5,-91.66002170667412,41.98851052555742,Institutional
303,4431,PIPU,Blue spruce (Picea pungens),2.9,4.5,-91.66002364586004,41.98848772306187,Institutional
304,3721,JUVI,Eastern red cedar (Juniperus virginiana),1.5,4.5,-91.66002667881531,41.9884661687356,Institutional
305,3721,JUVI,Eastern red cedar (Juniperus virginiana),1.4,4.5,-91.6600107120392,41.98844515841565,Institutional
306,3721,JUVI,Eastern red cedar (Juniperus virginiana),1.3,4.5,-91.65999400722875,41.98843022563271,Institutional
307,3721,JUVI,Eastern red cedar (Juniperus virginiana),1.4,4.5,-91.65997773234355,41.98841651390874,Institutional
308,4839,QUBI,Swamp white oak (Quercus bicolor),2.6,4.5,-91.65996218121128,41.98840452218703,Institutional
309,3721,JUVI,Eastern red cedar (Juniperus virginiana),1.4,4.5,-91.65994287940855,41.98838930547345,Institutional
310,3721,JUVI,Eastern red cedar (Juniperus virginiana),1.5,4.5,-91.65991975244938,41.98837478337508,Institutional
311,4431,PIPU,Blue spruce (Picea pungens),2.9,4.5,-91.6598948827431,41.98838026894472,Institutional
312,3721,JUVI,Eastern red cedar (Juniperus virginiana),1.5,4.5,-91.65989540553447,41.98835712645737,Institutional
313,3721,JUVI,Eastern red cedar (Juniperus virginiana),1.4,4.5,-91.6598812548739,41.98833958011858,Institutional
314,3721,JUVI,Eastern red cedar (Juniperus virginiana),1.4,4.5,-91.65986077638524,41.98832735565249,Institutional
315,3721,JUVI,Eastern red cedar (Juniperus virginiana),1.3,4.5,-91.6598452584902,41.98830533136001,Institutional
316,3721,JUVI,Eastern red cedar (Juniperus virginiana),1.4,4.5,-91.65982047070364,41.98828169393689,Institutional
317,15105,GLTR1,Thornless honeylocust (Gleditsia triacanthos v. inermis),15,4.5,-91.65763977328045,41.98801569082287,Institutional
318,1676,ACPL,Norway maple (Acer platanoides),7.5,4.5,-91.65774221270112,41.98799237302124,Institutional
319,324,AM,serviceberry spp (Amelanchier),0.9,4.5,-91.65632543176442,41.98662074252637,Institutional
